Region,Platform,Station,Alias,ShortName,Grab,Year,HasTHC,HasPAH,HasNPD,INDEX,MET,SSU_ID,COI_ID,18S,COI,Extract,Extract conc,Type,Plate18S,PlateCOI,18S_N,COI_N,Grabs,THC,PAH,NPD,As,Ba,Cd,Cr,Cu,Hg,Ni,Pb,Zn,Acenaften,Acenaftylen,Antracen,Benz(a)antracen,Benzo(a)pyren,Benzo(bjk)fluoranten,Benzo(ghi)perylen,C1-alkyldibenzotiofener,C1-alkylfenantrener/antracener,C1-alkylnaftalener,C2-alkyldibenzotiofener,C2-alkylfenantrener/antracener,C2-alkylnaftalener,C3-alkyldibenzotiofener,C3-alkylfenantrener/antracener,C3-alkylnaftalener,Chrysen,Dibenz(ah)antracen,Dibenzotiofen,Fenantren,Fluoranten,Fluoren,Indeno(1.2.3-c.d)pyren,Naftalen,Pyren,Grus,Sand,Pelite,Kornstorrelse,Kurtosis,Skewness,Sorting,TOC,MorphoS,MorphoH,ES100,ISI,Individtetthet,MorphoJ,NQI1,NSI,Depth,Distance,UTM31E,UTM31N,WGS84E,WGS84N,Comment
II,BAL,BAL16,NA,BAL16.1.2018,1,2018,Y,N,N,Y,Y,S369S-BAL16,S465C-BAL16,TRUE,TRUE,591-593,3.99,S,4,5,93,93,3,13,NA,NA,2.4,130,0.03,9.4,2.2,0.01,5.2,5.4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.89,0.09,3.45,2.76,0.02,0.90,0.42,126,4.15,29.70,11.00,2957,NA,0.78,23.00,125,250,464434.014,6559934.0218,2.376,59.175,
II,BAL,BAL16,NA,BAL16.2.2018,2,2018,Y,N,N,Y,Y,S370S-BAL16,S466C-BAL16,TRUE,TRUE,594-596,3.35,S,4,5,94,94,3,14,NA,NA,2.5,180,0.02,9.8,2.4,0.01,5.6,6.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,4.15,29.70,11.00,2957,NA,0.78,23.00,125,250,464434.014,6559934.0218,2.376,59.175,
II,BAL,BAL16,NA,BAL16.3.2018,3,2018,Y,N,N,Y,Y,S469S-BAL16,S565C-BAL16,TRUE,TRUE,597-599,3.72,S,6,7,1,1,3,18,NA,NA,2.6,150,0.02,9.4,2.3,0.01,5.3,6.1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,4.15,29.70,11.00,2957,NA,0.78,23.00,125,250,464434.014,6559934.0218,2.376,59.175,
II,BAL,BAL22,NA,BAL22.1.2018,1,2018,Y,N,N,Y,Y,S470S-BAL22,S566C-BAL22,TRUE,TRUE,600-602,5.07,S,6,7,2,2,3,12,NA,NA,2.4,130,0.02,9.1,2.1,0.01,5.0,5.4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.89,0.11,3.46,2.77,0.09,0.91,0.46,131,4.47,31.80,10.80,2267,NA,0.80,23.00,129,1850,463142.914,6561696.5755,2.353,59.191,
II,BAL,BAL22,NA,BAL22.2.2018,2,2018,Y,N,N,Y,Y,S471S-BAL22,S567C-BAL22,TRUE,TRUE,603-605,4.88,S,6,7,3,3,3,13,NA,NA,2.6,160,0.03,9.8,2.4,0.01,5.5,5.8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,4.47,31.80,10.80,2267,NA,0.80,23.00,129,1850,463142.914,6561696.5755,2.353,59.191,
II,BAL,BAL22,NA,BAL22.3.2018,3,2018,Y,N,N,Y,Y,S472S-BAL22,S568C-BAL22,TRUE,TRUE,606-608,3.83,S,6,7,4,4,3,13,NA,NA,2.2,150,0.02,8.4,2.1,0.01,4.8,5.5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,4.47,31.80,10.80,2267,NA,0.80,23.00,129,1850,463142.914,6561696.5755,2.353,59.191,
II,BAL,BAL37,NA,BAL37.1.2018,1,2018,Y,Y,Y,Y,Y,S473S-BAL37,S569C-BAL37,TRUE,TRUE,609-611,5.39,S,6,7,5,5,3,22,0.09,0.08,3.0,490,0.04,11.0,3.1,0.01,6.6,7.5,15,0.00200,0.00000,0.00000,0.00400,0.00800,0.030,0.003,0.000,0,0.01,0.0000,0.020,0.020,0.000,0.020,0.000,0.0060,0.0070,0.0000,0.0060,0.0080,0.0020,0.0030,0.0040,0.0040,0.02,0.87,0.11,3.46,3.04,0.00,1.03,0.45,125,4.58,32.10,10.60,2272,NA,0.80,23.40,123,250,464686.14,6559998.4973,2.381,59.176,
II,BAL,BAL37,NA,BAL37.2.2018,2,2018,Y,Y,Y,Y,Y,S474S-BAL37,S570C-BAL37,TRUE,TRUE,612-614,4.95,S,6,7,6,6,3,19,0.07,0.07,2.9,450,0.03,11.0,2.8,0.01,6.0,7.0,14,0.00100,0.00000,0.00100,0.00300,0.00700,0.025,0.002,0.000,0,0.01,0.0000,0.020,0.020,0.000,0.010,0.000,0.0050,0.0060,0.0000,0.0050,0.0060,0.0010,0.0020,0.0040,0.0040,NA,NA,NA,NA,NA,NA,NA,NA,125,4.58,32.10,10.60,2272,NA,0.80,23.40,123,250,464686.14,6559998.4973,2.381,59.176,
II,BAL,BAL37,NA,BAL37.3.2018,3,2018,Y,Y,Y,Y,Y,S475S-BAL37,S571C-BAL37,TRUE,TRUE,615-617,2.76,S,6,7,7,7,3,20,0.08,0.08,2.8,440,0.03,10.0,2.6,0.01,5.6,6.1,13,0.00100,0.00000,0.00100,0.00400,0.00800,0.025,0.003,0.000,0,0.01,0.0000,0.030,0.020,0.000,0.020,0.000,0.0050,0.0060,0.0000,0.0050,0.0070,0.0010,0.0020,0.0040,0.0040,NA,NA,NA,NA,NA,NA,NA,NA,125,4.58,32.10,10.60,2272,NA,0.80,23.40,123,250,464686.14,6559998.4973,2.381,59.176,
II,BAL,BAL42,NA,BAL42.1.2018,1,2018,Y,Y,Y,Y,Y,S476S-BAL42,S572C-BAL42,TRUE,TRUE,618-620,2.45,S,6,7,8,8,3,18,0.09,0.07,2.8,530,0.03,12.0,3.1,0.01,6.8,7.3,15,0.00000,0.00000,0.00100,0.00400,0.01000,0.019,0.003,0.009,0.00,0.00,0.0100,0.000,0.020,0.020,0.000,0.010,0.0060,0.0060,0.0000,0.0050,0.0090,0.0010,0.0020,0.0050,0.0050,0.02,0.87,0.11,3.42,3.10,-0.13,1.18,0.51,132,4.21,28.80,10.10,3582,NA,0.78,23.00,123,250,463402.515,6561458.3499,2.358,59.189,
II,BAL,BAL42,NA,BAL42.2.2018,2,2018,Y,Y,Y,Y,Y,S477S-BAL42,S573C-BAL42,TRUE,TRUE,621-623,3.02,S,6,7,9,9,3,16,0.07,0.05,2.5,480,0.02,10.0,2.6,0.01,5.8,6.6,13,0.00000,0.00000,0.00100,0.00400,0.00700,0.017,0.002,0.007,0.00,0.00,0.0100,0.000,0.020,0.020,0.000,0.000,0.0060,0.0060,0.0000,0.0040,0.0070,0.0010,0.0020,0.0040,0.0040,NA,NA,NA,NA,NA,NA,NA,NA,132,4.21,28.80,10.10,3582,NA,0.78,23.00,123,250,463402.515,6561458.3499,2.358,59.189,
II,BAL,BAL42,NA,BAL42.3.2018,3,2018,Y,Y,Y,Y,Y,S478S-BAL42,S574C-BAL42,TRUE,TRUE,624-626,2.50,S,6,7,10,10,3,21,0.09,0.09,2.7,520,0.03,10.0,3.0,0.01,6.5,7.2,23,0.00100,0.00000,0.00100,0.00500,0.00900,0.022,0.003,0.009,0.00,0.00,0.0100,0.000,0.020,0.020,0.000,0.020,0.0080,0.0070,0.0000,0.0060,0.0090,0.0020,0.0020,0.0050,0.0050,NA,NA,NA,NA,NA,NA,NA,NA,132,4.21,28.80,10.10,3582,NA,0.78,23.00,123,250,463402.515,6561458.3499,2.358,59.189,
II,BAL,BAL49,NA,BAL49.1.2018,1,2018,Y,N,N,Y,Y,S479S-BAL49,S575C-BAL49,TRUE,TRUE,627-629,2.45,S,6,7,11,11,3,19,NA,NA,2.4,130,0.02,10.0,2.4,0.01,5.6,6.2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.86,0.13,3.49,2.66,0.18,0.88,0.46,144,5.02,37.40,11.00,2117,NA,0.82,23.80,124,250,463603,6565129,2.361,59.222,
II,BAL,BAL49,NA,BAL49.2.2018,2,2018,Y,N,N,Y,Y,S480S-BAL49,S576C-BAL49,TRUE,TRUE,630-632,2.80,S,6,7,12,12,3,15,NA,NA,1.9,110,0.03,9.7,2.2,0.01,5.5,5.8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,5.02,37.40,11.00,2117,NA,0.82,23.80,124,250,463603,6565129,2.361,59.222,
II,BAL,BAL49,NA,BAL49.3.2018,3,2018,Y,N,N,Y,Y,S481S-BAL49,S577C-BAL49,TRUE,TRUE,633-635,3.52,S,6,7,13,13,3,14,NA,NA,2.3,120,0.03,9.0,2.3,0.01,5.4,6.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,5.02,37.40,11.00,2117,NA,0.82,23.80,124,250,463603,6565129,2.361,59.222,
II,BAL,BAL50,NA,BAL50.1.2018,1,2018,Y,N,N,Y,Y,S483S-BAL50,S579C-BAL50,TRUE,TRUE,639-641,2.92,S,6,7,15,15,3,20,NA,NA,2.5,150,0.04,10.0,2.8,0.01,6.5,7.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.89,0.10,3.46,3.34,-0.02,1.04,0.53,139,4.38,31.00,10.70,2867,NA,0.79,23.10,123,250,463853,6564879,2.365,59.219,
II,BAL,BAL50,NA,BAL50.2.2018,2,2018,Y,N,N,Y,Y,S484S-BAL50,S580C-BAL50,TRUE,TRUE,642-644,3.14,S,6,7,16,16,3,19,NA,NA,2.7,160,0.04,10.0,2.8,0.01,6.3,7.1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,4.38,31.00,10.70,2867,NA,0.79,23.10,123,250,463853,6564879,2.365,59.219,
II,BAL,BAL50,NA,BAL50.3.2018,3,2018,Y,N,N,Y,Y,S485S-BAL50,S581C-BAL50,TRUE,TRUE,645-647,3.17,S,6,7,17,17,3,19,NA,NA,2.5,160,0.03,9.9,2.7,0.01,6.3,7.1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,4.38,31.00,10.70,2867,NA,0.79,23.10,123,250,463853,6564879,2.365,59.219,
II,BAL,BAL51,NA,BAL51.1.2018,1,2018,Y,Y,Y,Y,Y,S486S-BAL51,S582C-BAL51,TRUE,TRUE,648-650,5.39,S,6,7,18,18,3,19,0.09,0.08,2.5,130,0.03,11.0,2.6,0.01,6.3,6.4,14,0.00000,0.00000,0.00100,0.00400,0.01000,0.031,0.003,0.000,0,0.01,0.0000,0.020,0.020,0.000,0.020,0.000,0.0060,0.0070,0.0000,0.0050,0.0080,0.0010,0.0030,0.0040,0.0040,0.02,0.86,0.12,3.38,3.17,-0.20,1.36,0.51,129,4.51,32.70,10.60,2528,NA,0.80,23.40,123,271,463708,6564627,2.363,59.217,
II,BAL,BAL51,NA,BAL51.2.2018,2,2018,Y,Y,Y,Y,Y,S487S-BAL51,S583C-BAL51,TRUE,TRUE,651-653,2.78,S,6,7,19,19,3,16,0.09,0.08,2.1,110,0.04,9.4,2.2,0.01,5.3,5.5,12,0.00100,0.00000,0.00100,0.00400,0.00900,0.030,0.003,0.000,0,0.01,0.0000,0.020,0.020,0.000,0.010,0.000,0.0060,0.0070,0.0000,0.0050,0.0080,0.0010,0.0030,0.0040,0.0040,NA,NA,NA,NA,NA,NA,NA,NA,129,4.51,32.70,10.60,2528,NA,0.80,23.40,123,271,463708,6564627,2.363,59.217,
II,BAL,BAL51,NA,BAL51.3.2018,3,2018,Y,Y,Y,Y,Y,S488S-BAL51,S584C-BAL51,TRUE,TRUE,654-656,4.19,S,6,7,20,20,3,20,0.11,0.09,2.7,150,0.03,11.0,2.9,0.01,6.7,6.9,15,0.00100,0.00000,0.00200,0.00500,0.01100,0.038,0.004,0.000,0,0.01,0.0000,0.020,0.020,0.000,0.020,0.000,0.0080,0.0080,0.0000,0.0070,0.0100,0.0020,0.0030,0.0050,0.0050,NA,NA,NA,NA,NA,NA,NA,NA,129,4.51,32.70,10.60,2528,NA,0.80,23.40,123,271,463708,6564627,2.363,59.217,
II,BAL,BAL52,NA,BAL52.1.2018,1,2018,Y,N,N,Y,Y,S489S-BAL52,S585C-BAL52,TRUE,TRUE,657-659,6.01,S,6,7,21,21,3,15,NA,NA,2.1,110,0.02,9.6,2.2,0.01,5.4,5.9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.87,0.11,3.42,3.06,-0.12,1.18,0.48,131,4.64,33.60,11.30,2260,NA,0.81,23.80,124,250,463353,6564879,2.356,59.219,
II,BAL,BAL52,NA,BAL52.2.2018,2,2018,Y,N,N,Y,Y,S490S-BAL52,S586C-BAL52,TRUE,TRUE,660-662,7.30,S,6,7,22,22,3,19,NA,NA,2.4,140,0.02,10.0,2.5,0.01,6.1,6.5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,4.64,33.60,11.30,2260,NA,0.81,23.80,124,250,463353,6564879,2.356,59.219,
II,BAL,BAL52,NA,BAL52.3.2018,3,2018,Y,N,N,Y,Y,S491S-BAL52,S587C-BAL52,TRUE,TRUE,663-665,3.34,S,6,7,23,23,3,16,NA,NA,2.3,100,0.03,9.6,2.3,0.01,5.5,6.1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,4.64,33.60,11.30,2260,NA,0.81,23.80,124,250,463353,6564879,2.356,59.219,
II,BAL,BAL53,NA,BAL53.1.2018,1,2018,Y,N,N,Y,Y,S492S-BAL53,S588C-BAL53,TRUE,TRUE,666-668,7.64,S,6,7,24,24,3,19,NA,NA,2.9,620,0.03,12.0,3.5,0.01,7.2,7.9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.81,0.18,3.50,3.03,0.22,1.21,0.51,133,4.47,32.10,10.40,2910,NA,0.79,23.10,122,215,463289,6561890,2.356,59.193,
II,BAL,BAL53,NA,BAL53.2.2018,2,2018,Y,N,N,Y,Y,S493S-BAL53,S589C-BAL53,TRUE,TRUE,669-671,5.29,S,6,7,25,25,3,14,NA,NA,2.3,310,0.02,9.1,2.2,0.01,5.3,5.3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,4.47,32.10,10.40,2910,NA,0.79,23.10,122,215,463289,6561890,2.356,59.193,
II,BAL,BAL53,NA,BAL53.3.2018,3,2018,Y,N,N,Y,Y,S494S-BAL53,S590C-BAL53,TRUE,TRUE,672-674,3.86,S,6,7,26,26,3,20,NA,NA,2.7,430,0.03,11.0,3.0,0.01,6.3,7.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,4.47,32.10,10.40,2910,NA,0.79,23.10,122,215,463289,6561890,2.356,59.193,
II,BAL,BAL54,NA,BAL54.1.2018,1,2018,Y,N,N,Y,Y,S495S-BAL54,S591C-BAL54,TRUE,TRUE,675-677,3.16,S,6,7,27,27,3,17,NA,NA,2.2,330,0.02,9.7,2.3,0.01,5.3,6.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.88,0.09,3.35,2.17,-0.38,1.46,0.45,136,4.55,31.70,10.70,2559,NA,0.82,23.30,122,341,463635,6561576,2.362,59.190,
II,BAL,BAL54,NA,BAL54.2.2018,2,2018,Y,N,N,Y,Y,S496S-BAL54,S592C-BAL54,TRUE,TRUE,678-680,2.93,S,6,7,28,28,3,16,NA,NA,2.0,380,0.02,8.7,2.2,0.01,4.9,5.7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,4.55,31.70,10.70,2559,NA,0.82,23.30,122,341,463635,6561576,2.362,59.190,
II,BAL,BAL54,NA,BAL54.3.2018,3,2018,Y,N,N,Y,Y,S497S-BAL54,S593C-BAL54,TRUE,TRUE,681-683,5.40,S,6,7,29,29,3,20,NA,NA,2.8,390,0.03,11.0,2.8,0.01,6.1,7.4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,4.55,31.70,10.70,2559,NA,0.82,23.30,122,341,463635,6561576,2.362,59.190,
II,BAL,BAL55,NA,BAL55.1.2018,1,2018,Y,Y,Y,Y,Y,S498S-BAL55,S594C-BAL55,TRUE,TRUE,684-686,2.13,S,6,7,30,30,3,14,0.09,0.05,2.3,170,0.03,9.9,2.3,0.01,5.5,5.7,13,0.00100,0.00000,0.00100,0.00300,0.00800,0.023,0.002,0.000,0,0,0.0000,0.020,0.020,0.000,0.010,0.000,0.0050,0.0060,0.0000,0.0040,0.0060,0.0010,0.0020,0.0030,0.0040,0.12,0.79,0.09,3.34,2.16,-0.48,1.80,0.47,140,4.80,35.40,10.40,2528,NA,0.82,23.40,122,280,463300,6561360,2.356,59.188,
II,BAL,BAL55,NA,BAL55.2.2018,2,2018,Y,Y,Y,Y,Y,S499S-BAL55,S595C-BAL55,TRUE,TRUE,687-689,4.17,S,6,7,31,31,3,16,0.09,0.06,2.4,210,0.03,11.0,2.6,0.01,6.1,6.4,13,0.00100,0.00000,0.00200,0.00500,0.00900,0.030,0.003,0.000,0,0.01,0.0000,0.020,0.020,0.000,0.000,0.000,0.0070,0.0060,0.0000,0.0060,0.0100,0.0020,0.0020,0.0040,0.0060,NA,NA,NA,NA,NA,NA,NA,NA,140,4.80,35.40,10.40,2528,NA,0.82,23.40,122,280,463300,6561360,2.356,59.188,
II,BAL,BAL55,NA,BAL55.3.2018,3,2018,Y,Y,Y,Y,Y,S500S-BAL55,S596C-BAL55,TRUE,TRUE,690-692,2.82,S,6,7,32,32,3,14,0.06,0.05,2.1,220,0.03,10.0,2.5,0.01,5.8,6.6,21,0.00100,0.00000,0.00000,0.00300,0.00700,0.022,0.002,0.000,0,0,0.0000,0.020,0.020,0.000,0.010,0.000,0.0040,0.0050,0.0000,0.0040,0.0060,0.0010,0.0020,0.0030,0.0030,NA,NA,NA,NA,NA,NA,NA,NA,140,4.80,35.40,10.40,2528,NA,0.82,23.40,122,280,463300,6561360,2.356,59.188,
II,BAL,BAL56,NA,BAL56.1.2018,1,2018,Y,N,N,Y,Y,S501S-BAL56,S597C-BAL56,TRUE,TRUE,693-695,4.02,S,6,7,33,33,3,18,NA,NA,2.4,120,0.02,8.2,2.2,0.01,5.2,5.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.88,0.11,3.32,1.96,-0.11,1.22,0.47,133,4.48,31.60,10.80,2583,NA,0.79,22.90,122,250,463050,6561640,2.352,59.190,
II,BAL,BAL56,NA,BAL56.2.2018,2,2018,Y,N,N,Y,Y,S502S-BAL56,S598C-BAL56,TRUE,TRUE,696-698,3.94,S,6,7,34,34,3,18,NA,NA,2.3,130,0.02,8.2,2.1,0.01,5.1,5.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,4.48,31.60,10.80,2583,NA,0.79,22.90,122,250,463050,6561640,2.352,59.190,
II,BAL,BAL56,NA,BAL56.3.2018,3,2018,Y,N,N,Y,Y,S503S-BAL56,S599C-BAL56,TRUE,TRUE,699-701,3.08,S,6,7,35,35,3,12,NA,NA,2.3,130,0.02,8.1,2.0,0.01,4.9,5.6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,4.48,31.60,10.80,2583,NA,0.79,22.90,122,250,463050,6561640,2.352,59.190,
II,GK,DA01,NA,DA01.1.2018,1,2018,Y,Y,Y,Y,Y,S110S65-67,S196C-65-67,TRUE,TRUE,65-67,2.19,S,2,3,14,4,5,5,0.10,0.09,2.1,340,0.03,10.0,2.7,0.00,6.0,6.4,15,0.00100,0.00000,0.00100,0.00400,0.00700,0.022,0.020,0.000,0,0.01,0.0000,0.010,0.020,0.000,0.000,0.040,0.0060,0.0040,0.0000,0.0050,0.0070,0.0010,0.0170,0.0050,0.0040,0.06,0.83,0.11,3.03,2.00,-0.26,1.79,0.48,114,5.48,42.00,11.00,1215,NA,0.83,25.00,116,250,424243.4,6493546,1.696,58.574,"""Tilhører sentral subregion"""
II,GK,DA01,NA,DA01.2.2018,2,2018,Y,Y,Y,Y,Y,S689S-DA01,S749C-DA01,TRUE,TRUE,70-72,3.64,S,8,8,17,77,5,6,0.11,0.10,2.4,320,0.03,10.0,2.7,0.00,6.1,6.4,15,0.00000,0.00000,0.00100,0.00400,0.00600,0.023,0.020,0.000,0,0.01,0.0000,0.010,0.020,0.000,0.000,0.040,0.0060,0.0030,0.0000,0.0050,0.0070,0.0010,0.0180,0.0050,0.0040,NA,NA,NA,NA,NA,NA,NA,NA,114,5.48,42.00,11.00,1215,NA,0.83,25.00,116,250,424243.4,6493546,1.696,58.574,"""Tilhører sentral subregion"""
II,GK,DA01,NA,DA01.3.2018,3,2018,Y,Y,Y,Y,Y,S125S75-77,S211C-75-77,TRUE,TRUE,75-77,3.33,S,2,3,29,19,5,6,0.10,0.11,2.2,320,0.03,9.8,2.6,0.00,5.6,6.4,15,0.00000,0.00000,0.00100,0.00400,0.00700,0.024,0.020,0.000,0.01,0.01,0.0000,0.020,0.020,0.010,0.000,0.040,0.0060,0.0040,0.0000,0.0050,0.0070,0.0010,0.0170,0.0040,0.0040,NA,NA,NA,NA,NA,NA,NA,NA,114,5.48,42.00,11.00,1215,NA,0.83,25.00,116,250,424243.4,6493546,1.696,58.574,"""Tilhører sentral subregion"""
II,GK,DA01,NA,DA01.4.2018,4,2018,N,N,N,Y,N,S129S60-62,S215C-60-62,TRUE,TRUE,60-62,5.51,S,2,3,33,23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,5.48,42.00,11.00,1215,NA,0.83,25.00,116,250,424243.4,6493546,1.696,58.574,"""Tilhører sentral subregion"""
II,GK,DA01,NA,DA01.5.2018,5,2018,N,N,N,Y,N,S133S80-82,S219C-80-82,TRUE,TRUE,80-82,4.24,S,2,3,37,27,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,5.48,42.00,11.00,1215,NA,0.83,25.00,116,250,424243.4,6493546,1.696,58.574,"""Tilhører sentral subregion"""
II,GK,DA02,NA,DA02.1.2018,1,2018,Y,N,N,Y,Y,S690S-DA02,S661C-DA2,TRUE,TRUE,85-87,3.93,S,8,3,18,28,3,3,NA,NA,2.3,170,0.03,10.0,2.3,0.00,6.1,6.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.83,0.13,3.19,2.11,-0.22,1.66,0.39,117,5.49,43.00,11.00,800,NA,0.83,25.00,117,500,424286.8,6493792,1.697,58.576,"""Tilhører sentral subregion"""
II,GK,DA02,NA,DA02.2.2018,2,2018,Y,N,N,Y,Y,S691S-DA02,S662C-DA2,TRUE,TRUE,90-92,3.77,S,8,3,19,29,3,6,NA,NA,2.3,190,0.03,11.0,2.6,0.00,6.5,6.7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,5.49,43.00,11.00,800,NA,0.83,25.00,117,500,424286.8,6493792,1.697,58.576,"""Tilhører sentral subregion"""
II,GK,DA02,NA,DA02.3.2018,3,2018,Y,N,N,Y,Y,S692S-DA02,S663C-DA2,TRUE,TRUE,95-97,4.11,S,8,3,20,30,3,6,NA,NA,2.0,170,0.03,10.0,2.3,0.01,6.0,6.5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,5.49,43.00,11.00,800,NA,0.83,25.00,117,500,424286.8,6493792,1.697,58.576,"""Tilhører sentral subregion"""
II,GK,DA03,NA,DA03.1.2018,1,2018,Y,N,N,Y,Y,S693S-DA03,S664C-DA3,TRUE,TRUE,110-112,7.24,S,8,3,21,31,3,5,NA,NA,1.6,87,0.03,7.0,1.6,0.00,4.3,4.6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.83,0.14,3.17,2.16,-0.10,1.53,0.39,102,5.41,41.00,10.00,723,NA,0.82,25.00,117,1000,424373.6,6494285,1.698,58.580,"""Tilhører sentral subregion"""
