"","NSI","piMetals","pi","piHC"
"Proleptomonas family incertae sedis",0,0,0,0
"Minchinia family incertae sedis",0,0,0,0
"Pseudocubus family incertae sedis",0,0,0,0
"Triastrum family incertae sedis",0,0,0,0
"Rhizosphaera family incertae sedis",0,0,0,0
"Amphiacon family incertae sedis",0,0,0,0
"Acanthometra family incertae sedis",0,0,0,0
"Thraustochytriaceae",0,0,0,0
"Labyrinthulaceae",0,0,0,0
"Pythium family incertae sedis",0,0,0,0
"Phytophthora family incertae sedis",0,0,0,0
"Aphanomyces family incertae sedis",0,0,0,0
"Olpidiopsis family incertae sedis",0,0,0,0
"Halodaphnea family incertae sedis",0,1,1,1
"P34.6",0,1,1,0
"Rictus family incertae sedis",0,0,0,0
"Cafeteria family incertae sedis",0,0,0,0
"Bicosoeca family incertae sedis",0,0,0,0
"Pseudobodo family incertae sedis",0,0,0,0
"Rhizidiomyces family incertae sedis",0,0,0,0
"Coscinodiscus family incertae sedis",0,0,0,0
"Actinoptychus family incertae sedis",0,0,0,0
"Actinocyclus family incertae sedis",0,0,0,0
"Navicula family incertae sedis",1,1,1,1
"Amphora family incertae sedis",0,0,0,0
"Sellaphora family incertae sedis",0,0,0,0
"Rhaphoneis family incertae sedis",0,1,0,0
"Asterionellopsis family incertae sedis",0,0,0,0
"Haslea family incertae sedis",0,0,0,0
"Uroglena family incertae sedis",0,0,0,0
"Bolidomonas family incertae sedis",5,0,0,0
"Platyamoeba family incertae sedis",0,0,0,0
"Vannella family incertae sedis",0,0,0,0
"Dactylopodida",1,0,0,0
"Stygamoebida",0,3,4,5
"BOLA868",0,0,0,0
"Hartmannella family incertae sedis",0,0,0,0
"NETC3-I",0,0,0,0
"Protosporangium family incertae sedis",0,0,0,0
"Acanthocystidae",0,0,0,0
"Heterophryidae",1,0,0,0
"Palpitomonas family incertae sedis",0,0,0,0
"Amastigomonas family incertae sedis",0,0,0,0
"Chelonemonas family incertae sedis",0,0,0,0
"Ancyromonadida",0,0,0,0
"Apusomonas family incertae sedis",0,0,0,0
"Subulatomonas family incertae sedis",0,0,0,0
"Mantamonas family incertae sedis",0,0,0,0
"Prosorhynchoides",0,0,0,0
"Saccobolus",0,0,0,0
"Ascobolus",0,0,0,0
"Malassezia",0,0,0,0
"Lagenoeca",0,2,0,0
"Marine Choanoflagellates 1",0,0,0,0
"Stephanoeca",0,0,0,0
"Diaphanoeca",0,0,0,0
"FV23-1A4",1,0,0,1
"Rozella",0,0,0,0
"Paramicrosporidium",0,0,0,0
"Pirum",0,0,0,0
"Nuclearia",4,0,4,5
"Ministeria",0,0,0,0
"Andalucia",5,4,5,5
"Dysnectes",0,0,0,0
"Carpediemonas",0,0,0,0
"Dinenympha",0,0,0,0
"Trimastix",0,0,0,0
"Paratrimastix",0,0,0,0
"Lankesteria",0,0,0,1
"Pterospora",1,1,1,0
"Selenidium",0,0,0,0
"Cryptosporidium",0,0,0,0
"Eimeria",0,0,0,0
"Margolisiella",0,0,0,0
"Goussia",0,0,0,0
"Rhytidocystis",0,0,0,0
"Symbiodinium",0,0,0,0
"Protodinium",4,0,5,5
"Prorocentrum",0,0,0,0
"Exuviaella",0,0,0,0
"Azadinium",3,2,0,0
"Halostylodinium",0,0,0,0
"Sabulodinium",0,0,0,0
"Sinophysis",4,0,0,0
"Neoceratium",0,0,0,0
"Euplotes",0,0,0,0
"Discocephalus",0,1,1,1
"Aspidisca",0,0,0,0
"Diophrys",0,0,0,0
"Paradiophrys",0,0,0,0
"Pseudokeronopsis",1,0,0,1
"Holosticha",1,0,0,0
"Amphisiella",1,1,1,1
"Arcuseries",0,0,0,0
"Uronychia",1,1,1,1
"Protogastrostyla",3,1,2,0
"Apokeronopsis",0,0,0,0
"Pseudoamphisiella",1,0,0,0
"Epiclintes",0,0,0,0
"Tunicothrix",0,0,0,0
"Spirotrachelostyla",1,0,0,0
"Trachelostyla",0,0,0,0
"Strombidium",0,0,0,0
"Strombidinopsis",0,1,0,0
"Pelagostrobilidium",0,0,0,0
"Licnophora",0,0,0,0
"Protocruzia",1,0,0,0
"Anigsteinia",0,0,0,0
"Eufolliculina",0,4,0,0
"Histiobalantium",0,1,1,0
"Pleuronema",0,0,0,0
"Philaster",0,0,0,0
"Homalogastra",0,0,0,0
"Mesanophrys",0,0,0,0
"Cyclidium",0,0,0,0
"Paratetrahymena",0,1,1,0
"Cardiostomatella",0,0,0,0
"Sathrophilus",0,0,0,0
"Hyalophysa",0,0,0,0
"Cothurnia",0,0,0,0
"Apocarchesium",0,0,0,0
"Frontonia",0,0,0,0
"Cryptocaryon",0,0,0,0
"Placus",0,0,0,0
"Epalxella",0,0,0,0
"Acineta",0,1,1,1
"Ephelota",0,0,0,0
"Zosterodasys",0,0,0,0
"Colponema",0,0,0,0
"Hematodinium",0,0,0,0
"Amoebophrya",0,0,0,0
"Duboscquella",3,0,0,0
"Minorisa",1,0,0,1
"Massisteria",4,4,5,4
"Maullinia",0,1,1,1
"Phagomyxa",0,0,0,0
"Spongomonas",0,0,0,0
"Auranticordis quadriverberis genus incertae sedis",0,0,0,0
"Pseudopirsonia",0,1,1,0
"Nudifila",5,4,5,5
"Cyphoderia",0,0,0,0
"Thaumatomastix",5,3,0,0
"Allas",0,0,0,0
"Metopion",1,1,1,0
"Cercomonas",1,0,2,1
"Eocercomonas",0,0,0,0
"Heteromita",0,0,0,0
"Proleptomonas",0,0,0,0
"Pseudocubus",0,0,0,0
"Rhizosphaera",0,0,0,0
"Amphiacon",0,0,0,0
"Acanthometra",0,0,0,0
"Thraustochytrium",0,1,1,0
"Schizochytrium",0,0,0,0
"Aplanochytrium",0,0,0,0
"BS1",0,0,0,0
"Labyrinthuloides",1,1,1,1
"E170",0,0,0,0
"Labyrinthula",0,0,0,0
"Aphanomyces",0,0,0,0
"Olpidiopsis",5,0,0,0
"Halodaphnea",0,3,3,3
"Rictus",0,0,0,0
"Cafeteria",0,0,0,0
"Bicosoeca",0,0,0,5
"Pseudobodo",0,0,0,0
"Coscinodiscus",5,3,0,3
"Actinoptychus",0,0,0,0
"Actinocyclus",0,0,0,0
"Navicula",1,1,1,1
"Amphora",0,0,0,0
"Sellaphora",0,0,0,0
"Rhaphoneis",5,0,0,0
"Asterionellopsis",0,0,0,0
"Uroglena",0,0,0,1
"Bolidomonas",5,3,5,5
"Platyamoeba",5,0,4,5
"Paramoeba",0,0,0,0
"Pseudoparamoeba",0,0,0,0
"Vermistella",0,0,0,0
"Pterocystis",0,0,0,0
"Choanocystis",0,0,0,0
"Palpitomonas",4,4,4,5
"Amastigomonas",1,0,0,0
"Chelonemonas",0,0,0,0
"Ancyromonas",0,0,0,0
"Apusomonas",0,0,0,0
"Subulatomonas",0,0,1,0
"Mantamonas",0,0,0,0
"Ascobolus crenulatus",0,0,0,0
"Pirum gemmata",4,0,0,0
"Ministeria vibrans",0,0,0,0
"Carpediemonas membranifera",0,0,0,0
"Paratrimastix pyriformis ATCC50562",0,0,0,0
"Lankesteria chelyosomae",0,0,0,0
"Sabulodinium undulatum",0,0,0,0
"Sinophysis ebriola",0,0,0,0
"Sinophysis stenosoma",0,0,0,0
"Euplotes vannus",0,0,0,0
"Discocephalus pararotatorius",0,0,0,0
"Diophrys apoligothrix",0,0,0,1
"Diophrys scutum",0,0,0,0
"Paradiophrys irmgard",0,0,0,0
"Amphisiella candida",0,0,0,0
"Apokeronopsis ovalis",0,0,0,0
"Spirotrachelostyla tani",0,0,0,0
"Strombidium capitatum",0,0,0,0
"Strombidinopsis acuminata",0,1,0,0
"Protocruzia adherens",1,0,0,0
"Protocruzia granulosa",1,0,0,0
"Anigsteinia clarissima",0,0,0,0
"Mesanophrys carcini",0,0,0,0
"Cyclidium plouneouri",0,0,0,0
"Colponema vietnamica",0,0,0,0
"Massisteria marina",0,0,0,0
"Phagomyxa bellerocheae",0,0,0,0
"Pseudopirsonia mucosa",0,0,0,0
"Proleptomonas faecicola",0,0,0,0
"Aplanochytrium stocchinoi",0,0,0,0
"Labyrinthuloides haliotidis",5,0,0,0
"Halodaphnea panulirata",1,0,0,0
"Rictus lutensis",0,0,0,0
"Bicosoeca kenaiensis",5,0,4,5
"Bicosoeca vacillans",0,0,0,0
"Pseudobodo tremulans",0,0,0,0
"Coscinodiscus radiatus",0,0,3,5
"Coscinodiscus granii",0,0,0,0
"Actinoptychus undulatus",0,0,0,0
"Actinocyclus curvatulus",0,0,0,0
"Asterionellopsis glacialis",0,0,0,0
"Paramoeba aestuarina",0,0,0,0
"Paramoeba pemaquidensis",0,0,0,0
"Vermistella antarctica",0,4,4,5
"Pterocystis tropica",0,0,0,0
"Amastigomonas mutabilis",0,1,1,0
"Amastigomonas bermudensis",0,0,0,0
"Chelonemonas geobuk",0,0,0,0
"Apusomonas proboscidea",0,0,0,1
"Mantamonas plastica",0,0,0,0
