"","ienv.cp","zenv.cp","freq","maxgrp","IndVal","obsiv.prob","zscore","5%","10%","50%","90%","95%","purity","reliability","z.median","filter"
"Oligohymenophorea",26.645,25.265,93,2,77.48,0.01,4.69,23.99975,24.18,25.7,26,26.3415,1,1,5.03391867754337,2
"IN2411",7.005,18.45,83,2,82.65,0.01,5.13,7.264,14,19.95,27.2,27.3025,0.7,1,5.44671142762752,0
"Syndiniales",24.41,24.41,100,1,68.66,0.01,3.75,7.15,9.123,24,24.455,24.47,0.75,0.99,4.57533812308313,0
"RM2-SGM58",7.03,7.15,22,1,41.81,0.01,5.12,3.49,6.98,20.63,26.955,27.352,0.8,0.92,6.08365859424667,0
"Chlorarachniophyta",27.35,25,89,2,89.01,0.01,6.05,23.695,23.8405,25,25.735,25.8025,1,1,6.21379841663873,2
"Granofilosea",28.92,26.645,93,2,81.79,0.01,5.42,7.144,18.8235,26.6,27.35,27.39,1,1,5.37891837734984,2
"Phytomyxea",7.005,22.525,99,2,85.8,0.01,9.18,18.3,20,22.53,27.48,27.845,0.68,1,10.2177623451939,0
"Imbricatea",21.705,21.705,100,2,67.74,0.01,5.83,19.95,20.625,22.08,23,25.00275,0.96,1,6.4732239336574,2
"Cercozoa incertae sedis",26.37,25,51,1,47.46,0.01,5.07,23.67,23.7895,25.105,26.473,26.5165,0.97,1,5.60916932504569,1
"Thecofilosea",7.03,25,100,1,64.33,0.01,7.81,7.15,11.727,24.945,25,25,0.85,1,8.04010303191656,0
"JJP-2003",7.03,7.03,63,2,61.8,0.08,1.52,9.03575,21.26,23.8,27.44,27.86325,0.73,0.61,2.60056111606139,0
"Basal Group T",7.15,25.85,84,2,65.99,0.01,5.75,7.12025,7.15,26,26.473,26.60225,1,1,5.77530788194747,2
"7-2.3",9.135,19.95,69,1,63.39,0.03,2.23,3.51375,7.03,22.525,25.4205,26.00075,0.83,0.8,3.01360359069812,0
"Novel Clade Gran-4",27.35,23.695,93,2,65.04,0.01,5.14,23.4,23.46,24,26.545,27.2,1,1,6.19054764042385,2
"Metromonadea",18.45,23.32,98,2,60.6,0.02,2.74,7.15,15.45,23.4,26.5505,27.3025,0.92,0.94,3.64093307703616,0
"Novel Clade 2",28.29,27.35,100,1,69.03,0.01,4.75,7.15,8.8405,27.39,27.849,28.214,0.85,1,5.19365775954619,0
"Novel Clade 12",28.92,24.41,96,2,57.77,0.11,1.18,6.8055,9.135,23.425,27.8815,28.294,0.75,0.66,2.33941957703439,0
"7-5.4",9.135,9.135,100,2,75.38,0.01,5.23,7.27,9.015,20.63,23.122,25.50875,0.92,0.99,5.22145921515788,0
"N-Por",28.92,25.85,61,2,72.17,0.01,8.87,24.1305,25,25.85,27.845,27.849,1,1,8.33770220694065,2
"CCW10",9.135,9.135,100,2,75.91,0.01,5.77,7.03,7.15,9.135,26.1135,27.3525,0.86,1,5.40460334928048,0
"Novel Clade Gran-3",7.005,24,100,2,57.67,0.06,1.96,3.49,11.835,23.8025,26.95,27.35,0.6,0.81,3.05888982746278,0
"Novel Clade 10",25.105,25.105,14,1,17.97,0.06,2.05,23.035,23.695,25,25.299,26.36025,0.96,0.77,2.84519615976393,0
"Novel Clade Gran-6",28.92,27.35,73,2,74.98,0.01,4.26,8.91575,19.1235,27.39,28.21,28.41725,0.91,0.91,4.19756694062264,0
"Novel Clade 4",27.35,27.35,75,1,83.33,0.01,5.29,23.42375,23.4915,27.35,27.808,27.845,0.83,1,5.42578035082463,0
"Novel Clade Gran-1",22.525,23,89,1,72.01,0.01,3.71,7.00375,19.99,22.93,23.355,24.51125,0.99,0.92,3.90885113022609,0
"Novel Clade Gran-5",22.905,24.47,14,1,14.04,0.09,1.45,23,23.2965,24.455,26.1885,26.5,0.69,0.46,1.92335942043536,0
"Glissomonadida class incertae sedis",27.845,27.35,23,2,44.69,0.01,4.88,19.95,20.58,26.95,27.845,27.887,0.78,0.93,5.33232222119493,0
"Haplosporida",27.2,25,59,1,55,0.01,5.09,25,25,25.31,27.11,27.2905,1,1,5.30635455575253,1
"Paradiniidae",27.35,26.015,97,2,85.6,0.01,4.57,23.29825,23.4,26,26.473,26.7,1,1,5.21269995616172,2
"RAD A",7.005,26.745,93,2,76.04,0.01,4.43,3.515,7.005,24.185,26.95,27.1,1,1,5.16390180053422,2
"AT4-94",14,14,91,2,72.19,0.02,2.23,6.80675,7.03,22.205,25.85,26.03925,0.88,0.71,2.87696063755359,0
"Acantharia",25.85,25.85,73,2,85.61,0.01,6.22,24.7755,25,25.8,26,26,1,1,6.85303209908525,2
"RAD B",7.005,23.46,96,2,73.1,0.01,3.02,7.005,7.005,23.505,24.38,25.71,1,0.99,4.33466900558268,2
"RAD C",28.92,28.92,34,2,54.12,0.06,2.31,9.135,14,26,28.93,29.08075,0.89,0.83,3.49864908180421,0
"Labyrinthulomycetes",7.005,9.135,100,2,81.2,0.01,11.09,7.02875,7.03,9.135,22.08,22.9525,0.96,1,11.2863518765214,2
"Peronosporomycetes",27.845,28.29,100,1,80.85,0.01,4.32,24.7955,25,27.845,28.29,28.37,0.96,0.99,5.45649803768104,1
"Bicosoecida class incertae sedis",26.37,26.37,76,1,69.9,0.01,3.06,23.39475,23.47,26.3375,26.69,26.80475,0.85,0.95,3.25911389071389,0
"ME-Euk-FW10",19.95,20.63,96,2,83.98,0.01,7.07,15.45,18.45,21.075,23.477,27.00225,0.94,1,6.93143398824058,0
"Raphidophyceae",27.35,23.46,77,2,73.58,0.01,7.18,23.285,23.4,23.8,26.373,26.54775,1,1,7.54943626067019,2
"Phaeothamniophyceae",7.15,7.15,50,2,53.76,0.02,2.7,12.129,14,23.9225,26.645,26.825,0.82,0.98,3.92879257786933,0
"Discosea",27.35,25.785,50,2,70.44,0.01,7.92,25.785,26,26.7,27.3,27.352,1,1,8.06746759798148,2
"Tubulinea",27.35,25.85,52,2,70.51,0.01,8.77,25.7145,25.8485,26.065,27.39,27.45575,1,1,8.77238142060221,2
"Protosporangiidae",28.92,28.29,34,2,50.25,0.02,3.26,21.45,22.15,24.9275,29.065,29.53225,0.5,0.95,4.93068556967887,0
"Centramoebida",27.35,25.785,59,2,67.87,0.01,7.96,24.44125,24.7955,25.85,27.39,27.44,1,1,8.21154066625171,2
"H1-10",25,25,17,2,22.98,0.01,4.04,9.129,23.2735,24.945,25,25.05,0.87,0.93,4.62704238347088,0
"H26-1",24,24,51,2,38.54,0.05,2.23,8.92175,13.32,23.89,25,26.58525,0.79,0.72,2.76543996964917,0
"Rigifilida class incertae sedis",7.15,7.15,20,2,21.51,0.07,0.69,18.45,22.0425,24.4725,26.0015,26.03,0.44,0.49,2.13038858188828,0
